user_id,session_id,timestamp,hour_of_day,day_of_week,agent_used,task_type,interaction_duration,completion_status,priority_level,response_time,feedback_score,language,sentiment_score,follow_up_required
U006,S320,2025-02-01 15:36:00,15,5,Calendar Agent,Send Confirmation,385,In Progress,Low,4,3.2,German,-0.84,No
U021,S321,2025-02-01 23:47:00,23,5,Task Management,Assign Task,381,Completed,Low,2,4.4,English,-0.48,Yes
U022,S322,2025-02-01 13:20:00,13,5,Executive Assistant,Generate Summary,194,Completed,High,3,4.4,German,-0.44,Yes
U022,S323,2025-02-01 19:52:00,19,5,Executive Assistant,Schedule Meeting,544,Failed,High,2,3.3,Spanish,-0.41,Yes
U003,S324,2025-02-02 02:30:00,2,6,Calendar Agent,Update Event,530,In Progress,Medium,8,3.6,Chinese,-0.67,Yes
U019,S325,2025-02-01 18:10:00,18,5,Task Management,Assign Task,85,Completed,Low,6,3.3,English,0.44,Yes
U010,S326,2025-02-01 16:30:00,16,5,Calendar Agent,Update Event,130,Failed,Low,5,3.7,German,0.98,No
U022,S327,2025-02-02 03:50:00,3,6,Task Management,Track Progress,371,In Progress,Low,9,4.8,English,-0.93,No
U017,S328,2025-02-02 07:05:00,7,6,Executive Assistant,Schedule Meeting,313,Completed,Medium,8,4.9,Chinese,0.21,No
U005,S329,2025-02-02 00:56:00,0,6,Calendar Agent,Update Event,390,Completed,High,6,3.1,English,-0.56,Yes
U043,S330,2025-02-01 11:26:00,11,5,Task Management,Track Progress,554,Failed,Medium,8,3.2,English,0.87,Yes
U025,S331,2025-02-02 04:30:00,4,6,Executive Assistant,Schedule Meeting,297,Failed,Medium,9,3.2,English,0.04,No
U006,S332,2025-02-02 06:08:00,6,6,Executive Assistant,Send Email,476,Completed,High,7,4.5,Chinese,0.84,Yes
U027,S333,2025-02-01 20:07:00,20,5,Executive Assistant,Schedule Meeting,74,Failed,Medium,8,3.7,Spanish,-0.87,No
U036,S334,2025-02-01 20:36:00,20,5,Task Management,Send Reminder,375,Failed,Low,4,3.8,French,0.89,Yes
U008,S335,2025-02-02 07:58:00,7,6,Calendar Agent,Update Event,530,In Progress,High,9,5.0,German,0.63,No
U033,S336,2025-02-01 11:15:00,11,5,Calendar Agent,Resolve Conflict,332,Completed,Medium,5,4.4,Chinese,-0.98,No
U026,S337,2025-02-01 18:42:00,18,5,Calendar Agent,Resolve Conflict,473,In Progress,Low,10,3.5,German,-0.9,No
U039,S338,2025-02-01 16:51:00,16,5,Executive Assistant,Schedule Meeting,295,In Progress,High,8,3.1,Chinese,0.5,No
U015,S339,2025-02-02 00:20:00,0,6,Task Management,Send Reminder,414,In Progress,High,8,4.8,Spanish,-0.28,No
U024,S340,2025-02-01 16:51:00,16,5,Executive Assistant,Schedule Meeting,555,In Progress,Medium,4,3.8,Chinese,0.79,No
U025,S341,2025-02-01 12:42:00,12,5,Calendar Agent,Update Event,127,Failed,Medium,8,3.6,English,0.1,No
U002,S342,2025-02-02 06:41:00,6,6,Calendar Agent,Send Confirmation,239,Failed,High,4,3.5,English,0.67,No
U021,S343,2025-02-01 13:37:00,13,5,Task Management,Track Progress,521,Completed,Medium,2,3.4,English,-0.58,Yes
U022,S344,2025-02-02 06:13:00,6,6,Calendar Agent,Update Event,365,Failed,Medium,6,4.5,German,0.83,Yes
U023,S345,2025-02-02 01:08:00,1,6,Executive Assistant,Generate Summary,540,In Progress,High,9,4.6,Spanish,-0.2,Yes
U036,S346,2025-02-01 10:13:00,10,5,Executive Assistant,Send Email,300,In Progress,Medium,4,3.6,French,0.48,Yes
U013,S347,2025-02-01 21:18:00,21,5,Calendar Agent,Update Event,69,In Progress,High,10,3.9,French,0.22,No
U011,S348,2025-02-01 13:27:00,13,5,Executive Assistant,Schedule Meeting,118,Completed,High,6,5.0,German,-0.72,Yes
U014,S349,2025-02-01 11:04:00,11,5,Task Management,Send Reminder,488,Completed,Low,1,4.4,French,-0.51,No
U049,S350,2025-02-02 02:00:00,2,6,Task Management,Send Reminder,218,Completed,Medium,4,3.6,German,0.5,No
U044,S351,2025-02-02 04:35:00,4,6,Calendar Agent,Send Confirmation,394,In Progress,Low,6,4.5,French,-0.56,Yes
U010,S352,2025-02-01 16:45:00,16,5,Calendar Agent,Send Confirmation,425,In Progress,Medium,5,4.5,French,0.48,No
U012,S353,2025-02-01 14:43:00,14,5,Executive Assistant,Send Email,552,In Progress,Medium,8,3.1,Spanish,-0.84,No
U005,S354,2025-02-01 11:32:00,11,5,Calendar Agent,Resolve Conflict,470,In Progress,Medium,1,3.1,Spanish,-0.88,No
U043,S355,2025-02-01 13:54:00,13,5,Calendar Agent,Update Event,244,In Progress,Low,9,3.2,German,-0.04,No
U006,S356,2025-02-01 10:15:00,10,5,Calendar Agent,Resolve Conflict,359,Failed,Medium,10,3.5,French,0.85,Yes
U008,S357,2025-02-01 10:45:00,10,5,Calendar Agent,Update Event,368,Completed,Low,1,3.4,Chinese,-0.3,No
U002,S358,2025-02-02 02:13:00,2,6,Executive Assistant,Schedule Meeting,356,Completed,High,8,4.5,French,-0.89,No
U038,S359,2025-02-01 16:23:00,16,5,Calendar Agent,Update Event,588,Failed,Medium,1,4.7,English,-0.59,Yes
U026,S360,2025-02-01 12:39:00,12,5,Calendar Agent,Send Confirmation,461,Completed,Low,5,3.4,Chinese,0.48,No
U015,S361,2025-02-01 21:45:00,21,5,Executive Assistant,Send Email,350,Failed,Medium,4,4.4,Spanish,-0.02,Yes
U031,S362,2025-02-01 21:55:00,21,5,Calendar Agent,Update Event,458,Failed,Low,2,4.5,French,-0.55,No
U008,S363,2025-02-01 10:17:00,10,5,Task Management,Assign Task,151,In Progress,Low,3,4.5,German,-0.59,Yes
U031,S364,2025-02-01 19:18:00,19,5,Executive Assistant,Generate Summary,421,Completed,Low,3,4.1,Spanish,0.31,Yes
U042,S365,2025-02-01 08:57:00,8,5,Calendar Agent,Update Event,325,In Progress,Low,10,3.6,Chinese,-0.77,No
U012,S366,2025-02-01 16:29:00,16,5,Calendar Agent,Update Event,300,Completed,Medium,7,3.9,French,-0.01,No
U025,S367,2025-02-01 10:36:00,10,5,Calendar Agent,Update Event,483,Failed,Medium,1,4.4,French,-0.11,No
U014,S368,2025-02-02 03:03:00,3,6,Task Management,Send Reminder,266,Failed,Medium,1,3.6,French,0.42,No
U045,S369,2025-02-02 03:59:00,3,6,Task Management,Assign Task,526,Completed,Medium,8,3.9,Spanish,0.65,No
U013,S370,2025-02-01 10:29:00,10,5,Calendar Agent,Send Confirmation,245,In Progress,Medium,2,4.8,Chinese,-0.58,Yes
U034,S371,2025-02-01 15:51:00,15,5,Executive Assistant,Schedule Meeting,99,Failed,Low,6,4.1,English,0.35,Yes
U002,S372,2025-02-01 11:10:00,11,5,Executive Assistant,Generate Summary,515,In Progress,Medium,5,4.9,German,0.28,No
U002,S373,2025-02-01 13:16:00,13,5,Calendar Agent,Update Event,370,In Progress,Medium,9,4.7,Spanish,0.49,Yes
U029,S374,2025-02-01 17:30:00,17,5,Executive Assistant,Schedule Meeting,161,In Progress,Low,1,4.7,English,-0.65,No
U045,S375,2025-02-01 23:55:00,23,5,Executive Assistant,Send Email,403,Completed,Low,1,4.3,French,-0.24,No
U029,S376,2025-02-01 14:28:00,14,5,Task Management,Track Progress,113,Failed,Medium,10,3.3,Chinese,-0.2,Yes
U008,S377,2025-02-01 16:15:00,16,5,Task Management,Assign Task,280,Completed,Low,6,3.8,French,0.49,No
U019,S378,2025-02-02 02:06:00,2,6,Executive Assistant,Send Email,368,Failed,Medium,5,4.6,English,0.37,Yes
U027,S379,2025-02-01 17:45:00,17,5,Task Management,Track Progress,542,In Progress,High,1,4.9,Chinese,0.28,Yes
U003,S380,2025-02-01 19:49:00,19,5,Executive Assistant,Schedule Meeting,553,Failed,High,9,3.0,French,-0.91,Yes
U019,S381,2025-02-01 23:31:00,23,5,Executive Assistant,Generate Summary,243,Failed,High,10,5.0,German,0.2,Yes
U004,S382,2025-02-01 08:02:00,8,5,Executive Assistant,Send Email,98,In Progress,High,6,3.4,English,-0.71,Yes
U029,S383,2025-02-01 10:43:00,10,5,Calendar Agent,Send Confirmation,458,Completed,Low,9,3.5,Chinese,0.18,Yes
U045,S384,2025-02-01 11:30:00,11,5,Task Management,Track Progress,371,Completed,High,8,3.4,French,0.69,No
U003,S385,2025-02-01 17:48:00,17,5,Task Management,Track Progress,179,In Progress,High,5,4.9,English,-0.67,No
U050,S386,2025-02-01 14:13:00,14,5,Calendar Agent,Resolve Conflict,124,In Progress,Medium,8,4.9,Spanish,0.49,Yes
U028,S387,2025-02-02 03:44:00,3,6,Task Management,Send Reminder,358,Completed,Low,6,4.8,English,0.37,No
U045,S388,2025-02-01 13:06:00,13,5,Executive Assistant,Schedule Meeting,577,Failed,Low,9,3.1,Chinese,0.03,Yes
U009,S389,2025-02-01 10:55:00,10,5,Executive Assistant,Send Email,568,In Progress,Low,4,4.0,Chinese,-0.29,No
U024,S390,2025-02-01 21:26:00,21,5,Task Management,Track Progress,595,Completed,High,2,3.6,English,-0.91,No
U046,S391,2025-02-02 02:24:00,2,6,Calendar Agent,Send Confirmation,592,Completed,Medium,7,4.9,French,0.45,Yes
U005,S392,2025-02-01 23:52:00,23,5,Calendar Agent,Update Event,339,Completed,Medium,6,4.0,Spanish,-0.55,Yes
U033,S393,2025-02-01 18:53:00,18,5,Calendar Agent,Send Confirmation,349,Failed,High,4,4.2,German,-0.33,Yes
U008,S394,2025-02-01 08:46:00,8,5,Calendar Agent,Update Event,215,Completed,Low,10,4.7,English,-0.44,Yes
U019,S395,2025-02-01 19:44:00,19,5,Executive Assistant,Generate Summary,258,Failed,High,1,4.8,German,0.78,No
U008,S396,2025-02-01 20:21:00,20,5,Executive Assistant,Send Email,267,Failed,Low,8,3.7,English,0.21,Yes
U043,S397,2025-02-01 17:00:00,17,5,Calendar Agent,Resolve Conflict,268,Failed,Low,10,3.3,German,-0.99,Yes
U021,S398,2025-02-01 15:15:00,15,5,Calendar Agent,Update Event,428,In Progress,Low,6,4.1,German,-0.35,Yes
U010,S399,2025-02-01 10:21:00,10,5,Executive Assistant,Send Email,378,In Progress,High,5,4.6,French,0.46,No
U026,S400,2025-02-02 04:54:00,4,6,Calendar Agent,Resolve Conflict,549,Failed,High,8,4.0,Spanish,0.56,No
U021,S401,2025-02-01 20:43:00,20,5,Executive Assistant,Generate Summary,256,Failed,Medium,6,4.5,Spanish,-0.24,No
U033,S402,2025-02-01 11:45:00,11,5,Task Management,Send Reminder,250,Failed,Low,4,3.9,Spanish,-0.08,Yes
U009,S403,2025-02-01 17:15:00,17,5,Calendar Agent,Resolve Conflict,410,Failed,High,6,4.4,German,-0.57,Yes
U015,S404,2025-02-02 02:46:00,2,6,Calendar Agent,Resolve Conflict,261,In Progress,Low,9,4.6,German,0.99,Yes
U034,S405,2025-02-02 00:06:00,0,6,Executive Assistant,Schedule Meeting,439,Completed,High,6,4.0,English,0.9,Yes
U014,S406,2025-02-01 09:55:00,9,5,Executive Assistant,Send Email,345,Completed,High,5,3.2,Spanish,-0.69,No
U019,S407,2025-02-01 15:19:00,15,5,Task Management,Track Progress,208,Completed,Medium,10,4.8,English,0.24,No
U021,S408,2025-02-01 10:59:00,10,5,Calendar Agent,Update Event,175,Failed,Low,4,4.1,German,-0.86,No
U007,S409,2025-02-02 02:01:00,2,6,Calendar Agent,Update Event,73,Completed,Medium,10,3.7,English,-0.98,No
U015,S410,2025-02-01 19:18:00,19,5,Executive Assistant,Schedule Meeting,592,In Progress,Medium,10,4.2,French,0.2,Yes
U027,S411,2025-02-02 02:11:00,2,6,Executive Assistant,Schedule Meeting,575,Failed,High,4,3.8,Chinese,0.33,No
U013,S412,2025-02-02 02:29:00,2,6,Calendar Agent,Send Confirmation,165,In Progress,Low,9,4.4,French,0.42,No
U044,S413,2025-02-02 03:51:00,3,6,Task Management,Assign Task,489,Failed,High,6,4.7,English,-0.25,No
U015,S414,2025-02-02 04:39:00,4,6,Executive Assistant,Schedule Meeting,391,Failed,High,5,4.9,English,0.22,Yes
U034,S415,2025-02-01 18:41:00,18,5,Task Management,Track Progress,141,Completed,High,9,4.1,Chinese,0.28,Yes
U007,S416,2025-02-01 11:19:00,11,5,Executive Assistant,Send Email,177,Failed,Low,3,3.6,Chinese,0.88,No
U050,S417,2025-02-02 05:52:00,5,6,Executive Assistant,Generate Summary,213,In Progress,Medium,8,4.0,Spanish,-0.64,No
U049,S418,2025-02-01 08:16:00,8,5,Executive Assistant,Generate Summary,435,Failed,Medium,2,4.2,French,-0.53,No
U021,S419,2025-02-01 15:19:00,15,5,Executive Assistant,Schedule Meeting,293,Failed,Low,3,4.4,Chinese,0.01,Yes
U016,S420,2025-02-02 03:09:00,3,6,Executive Assistant,Send Email,371,In Progress,High,5,3.6,Chinese,0.67,No
U013,S421,2025-02-01 09:04:00,9,5,Calendar Agent,Update Event,268,Completed,Low,2,4.7,English,0.49,No
U049,S422,2025-02-01 11:31:00,11,5,Calendar Agent,Update Event,389,Completed,High,1,3.7,French,-0.72,No
U018,S423,2025-02-01 17:05:00,17,5,Task Management,Send Reminder,94,In Progress,Low,10,3.1,Spanish,0.58,No
U004,S424,2025-02-01 17:35:00,17,5,Task Management,Track Progress,366,In Progress,Low,7,4.1,English,-0.5,No
U020,S425,2025-02-01 14:28:00,14,5,Calendar Agent,Send Confirmation,490,In Progress,High,9,3.6,English,-0.38,No
U020,S426,2025-02-01 11:27:00,11,5,Executive Assistant,Send Email,541,Failed,Low,2,3.7,Spanish,0.43,No
U042,S427,2025-02-02 01:11:00,1,6,Calendar Agent,Update Event,271,Completed,High,2,4.3,German,0.54,Yes
U038,S428,2025-02-01 22:55:00,22,5,Executive Assistant,Send Email,309,Completed,High,9,4.2,German,-0.93,Yes
U010,S429,2025-02-01 14:29:00,14,5,Calendar Agent,Resolve Conflict,390,Completed,High,2,4.6,Spanish,0.39,Yes
U033,S430,2025-02-01 12:51:00,12,5,Executive Assistant,Schedule Meeting,118,Failed,High,5,3.1,German,0.83,Yes
U028,S431,2025-02-01 14:20:00,14,5,Executive Assistant,Send Email,130,Failed,Low,1,3.8,Chinese,-0.93,No
U029,S432,2025-02-01 13:54:00,13,5,Executive Assistant,Generate Summary,228,Completed,High,1,4.3,Spanish,-0.88,Yes
U047,S433,2025-02-02 01:16:00,1,6,Calendar Agent,Update Event,568,In Progress,High,10,3.9,English,-0.76,Yes
U024,S434,2025-02-02 07:46:00,7,6,Calendar Agent,Send Confirmation,154,Failed,Low,3,4.4,English,0.26,Yes
U049,S435,2025-02-01 22:01:00,22,5,Task Management,Send Reminder,72,Failed,Low,6,4.2,Spanish,0.63,Yes
U045,S436,2025-02-02 07:14:00,7,6,Executive Assistant,Schedule Meeting,424,Completed,Medium,5,5.0,English,-0.26,Yes
U024,S437,2025-02-01 11:00:00,11,5,Calendar Agent,Update Event,462,In Progress,Low,9,4.8,French,0.35,No
U030,S438,2025-02-01 18:04:00,18,5,Calendar Agent,Update Event,508,Completed,Low,6,3.8,French,-0.49,Yes
U005,S439,2025-02-01 10:08:00,10,5,Executive Assistant,Send Email,353,Failed,High,4,3.6,French,0.51,Yes
U023,S440,2025-02-01 13:07:00,13,5,Task Management,Track Progress,360,Completed,High,10,3.8,English,-0.99,Yes
U040,S441,2025-02-01 16:57:00,16,5,Calendar Agent,Send Confirmation,328,In Progress,Low,1,4.5,French,-0.89,Yes
U049,S442,2025-02-01 14:42:00,14,5,Calendar Agent,Resolve Conflict,531,In Progress,Medium,1,3.5,French,0.93,Yes
U038,S443,2025-02-01 19:12:00,19,5,Task Management,Send Reminder,303,Failed,High,7,4.6,English,-0.75,No
U005,S444,2025-02-01 19:03:00,19,5,Calendar Agent,Resolve Conflict,355,Completed,Low,9,3.2,French,-0.08,Yes
U017,S445,2025-02-02 01:05:00,1,6,Task Management,Track Progress,82,Completed,Low,1,4.1,Spanish,-0.25,Yes
U001,S446,2025-02-01 19:05:00,19,5,Task Management,Track Progress,392,Completed,Low,2,3.6,Spanish,-0.16,Yes
U021,S447,2025-02-01 19:03:00,19,5,Executive Assistant,Send Email,400,In Progress,Low,9,3.1,Spanish,-0.46,Yes
U037,S448,2025-02-02 07:36:00,7,6,Executive Assistant,Generate Summary,170,Failed,High,2,4.0,German,-0.68,No
U049,S449,2025-02-02 05:37:00,5,6,Executive Assistant,Schedule Meeting,158,In Progress,Medium,2,4.0,French,0.35,Yes
U027,S450,2025-02-01 23:33:00,23,5,Task Management,Track Progress,486,In Progress,Medium,1,3.4,French,-0.29,No
U008,S451,2025-02-01 19:39:00,19,5,Executive Assistant,Send Email,141,In Progress,Medium,1,3.3,French,0.07,No
U017,S452,2025-02-01 16:26:00,16,5,Calendar Agent,Resolve Conflict,533,In Progress,High,4,4.8,Chinese,0.69,No
U017,S453,2025-02-01 21:50:00,21,5,Executive Assistant,Send Email,587,In Progress,Low,10,5.0,Chinese,0.76,No
U022,S454,2025-02-01 17:25:00,17,5,Executive Assistant,Send Email,359,Failed,High,3,3.4,Spanish,0.95,No
U006,S455,2025-02-01 16:40:00,16,5,Task Management,Send Reminder,113,Completed,Medium,7,4.0,French,-0.96,No
U005,S456,2025-02-01 11:51:00,11,5,Task Management,Assign Task,200,Failed,High,9,4.5,German,-0.29,Yes
U004,S457,2025-02-01 09:44:00,9,5,Calendar Agent,Update Event,523,Failed,High,8,3.6,English,-0.81,No
U021,S458,2025-02-01 18:40:00,18,5,Task Management,Track Progress,235,In Progress,Low,3,4.1,Chinese,0.32,No
U023,S459,2025-02-01 13:59:00,13,5,Task Management,Track Progress,364,Completed,Low,7,4.1,Chinese,0.98,No
U023,S460,2025-02-01 18:14:00,18,5,Calendar Agent,Resolve Conflict,343,Completed,Medium,8,3.8,Spanish,-0.25,No
U033,S461,2025-02-02 07:21:00,7,6,Task Management,Send Reminder,387,Failed,High,7,4.8,Spanish,0.33,No
U029,S462,2025-02-01 20:45:00,20,5,Calendar Agent,Resolve Conflict,146,Completed,Low,7,4.6,Spanish,-0.43,No
U020,S463,2025-02-02 05:16:00,5,6,Executive Assistant,Schedule Meeting,593,Completed,High,8,3.5,French,-0.91,Yes
U039,S464,2025-02-02 02:11:00,2,6,Calendar Agent,Resolve Conflict,524,In Progress,High,4,4.5,English,0.86,Yes
U002,S465,2025-02-01 12:53:00,12,5,Calendar Agent,Update Event,453,Failed,High,10,4.9,German,-0.82,No
U016,S466,2025-02-02 04:00:00,4,6,Task Management,Track Progress,63,Failed,High,7,3.7,Spanish,-0.51,No
U023,S467,2025-02-01 20:23:00,20,5,Calendar Agent,Resolve Conflict,440,In Progress,Medium,3,3.3,Spanish,0.42,Yes
U025,S468,2025-02-01 17:56:00,17,5,Executive Assistant,Send Email,598,In Progress,High,5,4.6,French,0.81,No
U048,S469,2025-02-01 15:18:00,15,5,Calendar Agent,Resolve Conflict,331,Failed,Low,5,4.4,German,0.01,No
U003,S470,2025-02-01 15:52:00,15,5,Executive Assistant,Generate Summary,395,In Progress,Medium,9,4.2,Chinese,0.44,Yes
U032,S471,2025-02-02 02:59:00,2,6,Executive Assistant,Send Email,335,Completed,Low,2,4.0,English,0.95,No
U044,S472,2025-02-01 17:50:00,17,5,Executive Assistant,Generate Summary,448,Failed,Medium,10,3.2,Spanish,-0.51,Yes
U036,S473,2025-02-02 07:55:00,7,6,Calendar Agent,Send Confirmation,317,Completed,Low,2,4.4,Spanish,-0.95,No
U037,S474,2025-02-02 03:57:00,3,6,Executive Assistant,Schedule Meeting,122,Failed,High,9,3.4,Chinese,0.02,Yes
U022,S475,2025-02-02 01:02:00,1,6,Task Management,Track Progress,282,Completed,High,4,3.1,German,0.25,No
U007,S476,2025-02-01 09:09:00,9,5,Task Management,Send Reminder,424,Failed,High,8,4.2,German,0.06,No
U042,S477,2025-02-01 22:39:00,22,5,Task Management,Track Progress,351,In Progress,Medium,5,4.5,Spanish,-0.32,No
U045,S478,2025-02-01 11:38:00,11,5,Calendar Agent,Update Event,224,In Progress,Medium,5,4.8,French,-0.92,No
U025,S479,2025-02-01 21:28:00,21,5,Calendar Agent,Resolve Conflict,396,Completed,Medium,9,3.4,German,0.15,Yes
U044,S480,2025-02-02 02:08:00,2,6,Calendar Agent,Send Confirmation,320,Failed,High,9,4.5,German,-0.31,No
U023,S481,2025-02-02 02:11:00,2,6,Calendar Agent,Resolve Conflict,588,In Progress,Medium,7,4.3,Chinese,0.27,No
U031,S482,2025-02-01 15:55:00,15,5,Executive Assistant,Schedule Meeting,180,Failed,Medium,9,4.6,English,0.99,No
U039,S483,2025-02-02 04:31:00,4,6,Calendar Agent,Update Event,320,Completed,Medium,6,4.6,Spanish,-0.83,Yes
U046,S484,2025-02-01 08:49:00,8,5,Executive Assistant,Generate Summary,346,In Progress,Low,8,5.0,English,-0.43,Yes
U028,S485,2025-02-01 17:04:00,17,5,Executive Assistant,Send Email,114,Completed,Low,1,4.4,Chinese,-0.33,No
U006,S486,2025-02-01 08:57:00,8,5,Calendar Agent,Resolve Conflict,134,Failed,Medium,4,3.0,German,-0.52,No
U043,S487,2025-02-02 07:37:00,7,6,Executive Assistant,Send Email,224,Failed,Medium,9,4.8,English,0.18,Yes
U010,S488,2025-02-01 20:58:00,20,5,Executive Assistant,Schedule Meeting,66,In Progress,Low,7,4.2,Chinese,-0.3,Yes
U003,S489,2025-02-02 07:00:00,7,6,Executive Assistant,Send Email,292,In Progress,Low,3,3.6,German,0.69,Yes
U050,S490,2025-02-01 19:05:00,19,5,Executive Assistant,Send Email,568,Failed,Medium,2,5.0,English,-0.48,No
U029,S491,2025-02-02 06:55:00,6,6,Executive Assistant,Send Email,376,In Progress,Low,5,3.7,English,-0.75,No
U035,S492,2025-02-01 21:41:00,21,5,Task Management,Send Reminder,208,Failed,Medium,10,4.2,Chinese,-0.59,Yes
U008,S493,2025-02-02 02:50:00,2,6,Executive Assistant,Send Email,448,Failed,Medium,6,3.7,Spanish,-0.75,No
U001,S494,2025-02-02 06:06:00,6,6,Task Management,Send Reminder,188,In Progress,High,5,4.2,German,-0.87,Yes
U020,S495,2025-02-01 08:14:00,8,5,Calendar Agent,Send Confirmation,419,In Progress,High,4,4.7,French,0.82,Yes
U032,S496,2025-02-01 21:15:00,21,5,Task Management,Assign Task,588,In Progress,Medium,8,4.2,English,-0.58,Yes
U047,S497,2025-02-01 19:05:00,19,5,Executive Assistant,Generate Summary,399,Completed,High,3,3.6,French,-0.47,No
U020,S498,2025-02-01 16:02:00,16,5,Calendar Agent,Send Confirmation,254,In Progress,Medium,5,4.7,Spanish,-0.27,No
U020,S499,2025-02-01 16:27:00,16,5,Task Management,Send Reminder,324,Failed,Medium,5,3.9,English,-0.24,Yes
U047,S500,2025-02-02 04:26:00,4,6,Executive Assistant,Schedule Meeting,343,Failed,High,7,4.8,German,-0.72,No
U033,S501,2025-02-02 07:21:00,7,6,Calendar Agent,Send Confirmation,419,Completed,Low,2,4.9,German,-0.5,No
U010,S502,2025-02-01 16:12:00,16,5,Executive Assistant,Send Email,151,In Progress,Low,9,4.9,French,-0.71,Yes
U040,S503,2025-02-01 21:25:00,21,5,Task Management,Track Progress,108,Failed,High,4,4.4,English,0.41,Yes
U017,S504,2025-02-01 17:17:00,17,5,Executive Assistant,Send Email,355,Failed,High,2,3.9,Chinese,-0.8,No
U022,S505,2025-02-01 23:45:00,23,5,Task Management,Assign Task,348,Failed,High,1,4.4,German,0.42,Yes
U002,S506,2025-02-01 11:50:00,11,5,Calendar Agent,Resolve Conflict,452,In Progress,Medium,10,4.0,Spanish,0.63,No
U027,S507,2025-02-01 19:59:00,19,5,Executive Assistant,Schedule Meeting,459,Failed,High,8,3.2,English,-0.6,No
U008,S508,2025-02-02 06:07:00,6,6,Task Management,Send Reminder,164,In Progress,High,6,4.4,Spanish,0.9,No
U050,S509,2025-02-02 01:18:00,1,6,Task Management,Send Reminder,253,In Progress,Medium,6,5.0,German,0.91,Yes
U013,S510,2025-02-01 15:20:00,15,5,Task Management,Track Progress,554,In Progress,Medium,1,3.1,German,0.53,No
U030,S511,2025-02-02 03:56:00,3,6,Task Management,Track Progress,89,In Progress,High,3,3.8,English,0.23,Yes
U022,S512,2025-02-01 13:10:00,13,5,Executive Assistant,Send Email,410,Failed,Low,9,4.9,French,0.09,No
U049,S513,2025-02-01 16:52:00,16,5,Executive Assistant,Schedule Meeting,514,Failed,Low,1,4.2,Spanish,0.46,Yes
U042,S514,2025-02-01 22:07:00,22,5,Task Management,Assign Task,65,In Progress,Medium,10,4.8,French,0.91,No
U009,S515,2025-02-02 08:00:00,8,6,Executive Assistant,Generate Summary,221,In Progress,Low,4,3.7,French,-0.25,No
U046,S516,2025-02-01 18:33:00,18,5,Executive Assistant,Send Email,585,Failed,Medium,6,4.4,French,0.34,Yes
U047,S517,2025-02-02 02:16:00,2,6,Calendar Agent,Send Confirmation,287,Completed,Low,3,4.8,English,0.74,Yes
U003,S518,2025-02-02 06:16:00,6,6,Calendar Agent,Resolve Conflict,276,In Progress,High,3,4.5,English,-0.48,Yes
U011,S519,2025-02-02 06:36:00,6,6,Executive Assistant,Send Email,60,Completed,High,9,4.9,French,0.5,Yes
U041,S520,2025-02-02 05:38:00,5,6,Task Management,Send Reminder,117,Completed,Medium,7,3.0,Chinese,-0.38,No
U034,S521,2025-02-02 00:17:00,0,6,Calendar Agent,Update Event,327,Completed,Low,9,4.9,Spanish,-0.7,Yes
U036,S522,2025-02-01 16:51:00,16,5,Executive Assistant,Schedule Meeting,81,Completed,Low,8,3.0,French,-0.65,No
U029,S523,2025-02-01 12:48:00,12,5,Executive Assistant,Schedule Meeting,170,In Progress,Low,4,4.7,Spanish,-0.1,No
U041,S524,2025-02-01 20:21:00,20,5,Calendar Agent,Send Confirmation,577,In Progress,Medium,9,3.7,Spanish,-0.08,No
U037,S525,2025-02-01 16:33:00,16,5,Task Management,Assign Task,149,Completed,Low,2,4.6,French,0.9,Yes
U040,S526,2025-02-02 04:38:00,4,6,Calendar Agent,Update Event,596,Failed,Medium,8,3.3,Spanish,-0.71,No
U021,S527,2025-02-01 14:42:00,14,5,Calendar Agent,Update Event,147,Completed,Medium,6,3.7,English,-0.39,Yes
U018,S528,2025-02-01 10:15:00,10,5,Calendar Agent,Resolve Conflict,517,Completed,High,5,4.0,Chinese,0.3,No
U025,S529,2025-02-01 17:37:00,17,5,Executive Assistant,Generate Summary,198,Failed,High,5,4.8,Chinese,0.48,Yes
U004,S530,2025-02-02 05:39:00,5,6,Calendar Agent,Update Event,365,Failed,Medium,3,4.6,German,0.13,No
U003,S531,2025-02-01 08:39:00,8,5,Calendar Agent,Send Confirmation,447,Failed,Medium,10,4.9,Spanish,0.45,Yes
U021,S532,2025-02-01 13:18:00,13,5,Executive Assistant,Send Email,258,In Progress,Medium,5,4.0,English,0.53,No
U023,S533,2025-02-01 08:49:00,8,5,Executive Assistant,Send Email,126,Failed,High,10,3.9,English,0.59,Yes
U009,S534,2025-02-01 15:48:00,15,5,Calendar Agent,Send Confirmation,105,In Progress,High,4,3.8,Chinese,-0.63,No
U034,S535,2025-02-01 18:55:00,18,5,Task Management,Assign Task,464,Failed,Low,1,4.8,French,0.37,No
U024,S536,2025-02-02 04:22:00,4,6,Executive Assistant,Generate Summary,107,Failed,Low,3,4.4,English,-0.53,No
U008,S537,2025-02-01 10:21:00,10,5,Executive Assistant,Generate Summary,504,Completed,Low,10,3.9,Chinese,0.75,No
U004,S538,2025-02-01 20:35:00,20,5,Calendar Agent,Resolve Conflict,244,In Progress,High,2,4.9,Chinese,0.09,Yes
U009,S539,2025-02-01 21:35:00,21,5,Calendar Agent,Resolve Conflict,599,Completed,High,2,3.3,Spanish,-0.54,Yes
U045,S540,2025-02-01 21:19:00,21,5,Executive Assistant,Generate Summary,367,Failed,Low,6,4.7,Chinese,0.8,No
